id,container_number,vessel_id,container_type,status,destination,weight,priority,terminal,arrival_date
880,JHDU7038275,25,standard,in_yard,Santos,9386.62,normal,Terminal C,2026-06-25
881,OPXU6701191,93,dangerous_goods,in_yard,Santos,2558.79,high,Terminal A,2026-01-24
882,BFPU3302564,3,standard,dispatched,Los Angeles,10797.97,normal,Terminal C,2026-01-25
883,QRSU7247000,31,reefer,delayed,Vancouver,24923.26,high,Terminal A,2026-08-13
884,OPXU3194370,16,dangerous_goods,in_yard,Piraeus,20053.2,normal,Terminal A,2026-07-19
885,OPXU1775026,82,dangerous_goods,loaded,Nhava Sheva,9648.75,low,Terminal A,2026-08-04
886,JHDU5698850,7,open_top,delayed,Durban,25031.69,normal,Terminal B,2026-04-08
887,VNKU2088389,101,standard,loaded,Algeciras,11730.92,normal,Terminal A,2026-02-10
888,JHDU7272644,42,standard,loaded,Valencia,14317.71,normal,Terminal A,2026-07-26
889,OPXU4405783,27,standard,in_yard,Santos,9955.97,high,Terminal A,2026-07-04
890,BFPU7276479,120,standard,in_yard,Shanghai,9671.25,normal,Terminal A,2026-07-29
891,ZTCU8805651,75,standard,in_yard,Felixstowe,14156.33,normal,Terminal A,2026-02-10
892,QRSU7415119,41,standard,loaded,Antwerp,18779.23,normal,Terminal A,2026-08-14
893,BFPU9418218,38,standard,dispatched,Antwerp,26091.75,low,Terminal C,2026-05-31
894,ZTCU4360587,47,standard,dispatched,Antwerp,9870.61,high,Terminal C,2026-08-10
895,JHDU3312992,25,flat_rack,dispatched,Nhava Sheva,25721.95,low,Terminal C,2026-06-25
896,BFPU6815525,37,dangerous_goods,loaded,Piraeus,23368.39,high,Terminal C,2026-02-27
897,JHDU9600788,61,flat_rack,damaged,Piraeus,7917.04,normal,Terminal A,2026-06-09
898,OPXU9654113,61,reefer,loaded,Felixstowe,20785.27,normal,Terminal A,2026-06-09
899,BFPU4151542,41,standard,delayed,Tanjung Pelepas,7449.2,normal,Terminal A,2026-08-14
900,OPXU3153282,48,standard,dispatched,Valencia,23070.44,high,Terminal A,2026-01-05
901,VNKU8142385,29,reefer,loaded,Nhava Sheva,9790.57,normal,Terminal C,2026-07-15
902,OPXU3578511,119,flat_rack,damaged,Durban,18375.82,normal,Terminal C,2026-03-08
903,OPXU7553787,49,standard,loaded,Valencia,4824.6,normal,Terminal A,2026-02-25
904,QRSU2564332,82,standard,dispatched,Jebel Ali,2833.54,normal,Terminal A,2026-08-05
905,OPXU4338644,4,standard,damaged,Ningbo,7353.2,normal,Terminal B,2026-02-20
906,ZTCU7184958,59,standard,in_yard,Tanjung Pelepas,12168.74,urgent,Terminal C,2026-03-03
907,VNKU9023722,69,reefer,loaded,Santos,5378.24,normal,Terminal B,2026-04-20
908,JHDU8965487,105,standard,loaded,Ningbo,17274.79,normal,Terminal B,2026-07-01
909,OPXU1124877,36,flat_rack,loaded,Piraeus,17726.06,normal,Terminal B,2026-04-07
910,WLMU9236918,117,standard,loaded,Shanghai,9485.71,high,Terminal A,2026-01-09
911,JHDU5990361,45,standard,dispatched,Jebel Ali,12791.37,low,Terminal A,2026-08-10
912,VNKU4077684,59,reefer,in_yard,Singapore,8232.08,high,Terminal C,2026-03-04
913,JHDU5897094,113,reefer,in_yard,Santos,25627.15,normal,Terminal B,2026-04-29
914,ZTCU2765375,48,standard,dispatched,Tanjung Pelepas,13724.34,normal,Terminal A,2026-01-04
915,ZTCU2228016,60,reefer,dispatched,Felixstowe,11910.04,normal,Terminal A,2026-04-28
916,ZTCU1180143,51,standard,dispatched,Hamburg,10504.87,normal,Terminal B,2026-06-29
917,ZTCU2384936,60,standard,in_yard,Felixstowe,5646.65,high,Terminal A,2026-04-28
918,BFPU1303099,22,reefer,in_yard,Los Angeles,15901.0,normal,Terminal A,2026-01-24
919,BFPU1188082,86,reefer,in_yard,Colombo,6626.45,normal,Terminal A,2026-05-18
920,JHDU1801213,57,dangerous_goods,dispatched,Los Angeles,12156.08,normal,Terminal B,2026-06-02
921,ZTCU1816458,77,dangerous_goods,dispatched,Busan,11740.76,normal,Terminal C,2026-04-16
922,VNKU1468825,3,flat_rack,in_yard,Santos,19678.95,low,Terminal C,2026-01-24
923,BFPU3816607,103,reefer,in_yard,Algeciras,4799.78,normal,Terminal B,2026-03-15
924,OPXU7628072,80,flat_rack,in_yard,Santos,4753.02,normal,Terminal B,2026-06-18
925,JHDU6305630,52,standard,in_yard,Busan,3716.42,high,Terminal C,2026-03-18
926,ZTCU4666842,6,standard,dispatched,Valencia,27560.66,low,Terminal B,2026-03-29
927,ZTCU6441761,33,flat_rack,dispatched,Hamburg,10633.21,normal,Terminal B,2026-07-17
928,JHDU9088805,109,standard,in_yard,Durban,13671.7,normal,Terminal C,2026-08-02
929,WLMU1222997,65,standard,dispatched,Los Angeles,10030.06,normal,Terminal A,2026-06-19
930,ZTCU2005341,80,standard,loaded,Santos,5943.44,normal,Terminal B,2026-06-18
931,JHDU8444490,31,reefer,in_yard,Antwerp,10256.01,high,Terminal A,2026-08-13
932,BFPU7960756,67,reefer,in_yard,Rotterdam,7954.26,normal,Terminal A,2026-06-05
933,OPXU1907210,32,open_top,dispatched,Busan,22837.75,normal,Terminal A,2026-01-21
934,BFPU7400271,78,standard,in_yard,Rotterdam,3680.04,normal,Terminal A,2026-08-12
935,JHDU3374513,7,flat_rack,in_yard,Jebel Ali,17408.4,high,Terminal B,2026-04-08
936,WLMU2311382,31,standard,loaded,Jebel Ali,20763.52,normal,Terminal A,2026-08-13
937,OPXU6085186,78,standard,loaded,Santos,9068.38,high,Terminal A,2026-08-12
938,VNKU7337047,47,standard,loaded,Algeciras,17844.25,normal,Terminal C,2026-08-09
939,BFPU9086630,105,standard,loaded,Shanghai,21730.32,high,Terminal B,2026-06-30
940,JHDU3947745,71,standard,loaded,Felixstowe,9363.87,normal,Terminal C,2026-01-04
941,QRSU3292713,10,reefer,in_yard,Santos,2108.69,high,Terminal A,2026-07-01
942,VNKU7976304,63,flat_rack,damaged,Colombo,11984.97,normal,Terminal C,2026-02-10
943,ZTCU3088386,53,standard,loaded,Santos,21836.72,urgent,Terminal C,2026-01-17
944,JHDU9197714,66,reefer,loaded,Singapore,18923.56,high,Terminal A,2026-08-16
945,VNKU1578940,32,open_top,loaded,Rotterdam,20134.26,normal,Terminal A,2026-01-22
946,VNKU3472414,78,standard,dispatched,Jebel Ali,2320.77,high,Terminal A,2026-08-13
947,JHDU2348021,51,standard,in_yard,Tanjung Pelepas,6311.41,normal,Terminal B,2026-06-29
948,WLMU7422127,65,reefer,dispatched,Shanghai,4841.13,normal,Terminal A,2026-06-20
949,OPXU5513429,105,reefer,delayed,Piraeus,20174.23,low,Terminal B,2026-06-30
950,VNKU1026484,105,standard,dispatched,Tanjung Pelepas,15649.01,normal,Terminal B,2026-07-01
951,OPXU7285607,22,standard,in_yard,Valencia,6731.59,urgent,Terminal A,2026-01-25
952,BFPU4566389,73,standard,in_yard,Jebel Ali,23038.64,low,Terminal A,2026-01-12
953,JHDU2831995,57,open_top,in_yard,Ningbo,4228.38,low,Terminal B,2026-06-02
954,ZTCU4938956,44,standard,dispatched,Los Angeles,2247.17,normal,Terminal C,2026-06-17
955,WLMU1702283,86,standard,loaded,Rotterdam,11767.31,normal,Terminal A,2026-05-19
956,VNKU8939511,120,dangerous_goods,dispatched,Long Beach,11640.41,high,Terminal A,2026-07-30
957,OPXU7060108,105,reefer,loaded,Singapore,27357.93,high,Terminal B,2026-06-30
958,VNKU7741225,1,reefer,delayed,Hamburg,2667.69,low,Terminal A,2026-01-08
959,BFPU5169769,90,standard,dispatched,Valencia,15387.76,normal,Terminal B,2026-07-21
960,BFPU6405343,82,standard,loaded,Singapore,27209.54,normal,Terminal A,2026-08-05
961,WLMU9129167,30,standard,dispatched,Shanghai,11056.68,urgent,Terminal A,2026-06-04
962,BFPU2685367,85,reefer,in_yard,Santos,20510.49,high,Terminal A,2026-04-09
963,VNKU2461125,17,standard,dispatched,Nhava Sheva,27667.71,normal,Terminal C,2026-04-14
964,VNKU5041658,15,standard,in_yard,Shanghai,4742.21,urgent,Terminal B,2026-06-26
965,QRSU7433891,21,dangerous_goods,in_yard,Antwerp,19314.25,urgent,Terminal A,2026-05-30
966,OPXU9968148,86,reefer,loaded,Long Beach,24670.46,urgent,Terminal A,2026-05-18
967,QRSU7325183,83,open_top,dispatched,Piraeus,19001.91,high,Terminal B,2026-03-09
968,OPXU4750560,104,standard,in_yard,Los Angeles,4317.63,normal,Terminal B,2026-01-21
969,ZTCU7169603,96,standard,in_yard,Piraeus,16999.84,low,Terminal A,2026-04-09
970,WLMU4185283,76,dangerous_goods,damaged,Long Beach,22053.3,high,Terminal B,2026-01-07
971,JHDU4726916,67,standard,in_yard,Felixstowe,10214.08,high,Terminal A,2026-06-05
972,OPXU9385800,108,reefer,in_yard,Ningbo,5792.64,normal,Terminal B,2026-01-02
973,QRSU6182338,77,standard,dispatched,Antwerp,27918.06,normal,Terminal C,2026-04-17
974,BFPU4618930,81,standard,dispatched,Piraeus,3529.13,high,Terminal C,2026-07-17
975,JHDU4533501,106,dangerous_goods,delayed,Busan,20210.59,low,Terminal B,2026-04-30
976,VNKU7573445,110,standard,dispatched,Jebel Ali,27767.64,normal,Terminal B,2026-06-05
977,JHDU8942696,55,flat_rack,dispatched,Piraeus,3867.4,normal,Terminal C,2026-02-18
978,OPXU7606405,90,standard,in_yard,Durban,24512.24,low,Terminal B,2026-07-22
979,JHDU3746337,59,reefer,loaded,Valencia,9568.12,low,Terminal C,2026-03-03
980,JHDU4282547,103,reefer,in_yard,Durban,4650.64,high,Terminal B,2026-03-15
981,VNKU3822312,49,open_top,in_yard,Valencia,6670.45,low,Terminal A,2026-02-25
982,VNKU3492562,76,reefer,loaded,Singapore,5088.87,normal,Terminal B,2026-01-08
983,WLMU3893851,89,reefer,loaded,Shanghai,22221.0,high,Terminal A,2026-05-27
984,JHDU8467845,36,standard,in_yard,Shanghai,5173.34,normal,Terminal B,2026-04-06
985,WLMU9044647,3,standard,dispatched,Durban,6708.51,normal,Terminal C,2026-01-25
986,WLMU3101118,39,standard,in_yard,Nhava Sheva,6807.14,high,Terminal B,2026-02-28
987,WLMU9999580,51,dangerous_goods,loaded,Shanghai,15491.43,normal,Terminal B,2026-06-28
988,BFPU4480664,97,flat_rack,delayed,Jebel Ali,24412.09,normal,Terminal A,2026-01-02
989,VNKU6273013,72,standard,in_yard,Santos,18968.65,low,Terminal C,2026-05-21
990,BFPU1587291,109,standard,in_yard,Ningbo,11452.55,normal,Terminal C,2026-08-03
991,ZTCU5166404,85,standard,delayed,Algeciras,25520.11,normal,Terminal A,2026-04-10
992,WLMU9228265,18,reefer,loaded,Colombo,17760.48,normal,Terminal B,2026-03-22
993,BFPU1750538,85,standard,in_yard,Ningbo,24258.21,normal,Terminal A,2026-04-09
994,WLMU4624549,78,reefer,in_yard,Vancouver,12972.39,normal,Terminal A,2026-08-13
995,JHDU3740044,49,standard,in_yard,Antwerp,19589.67,urgent,Terminal A,2026-02-24
996,OPXU2183767,69,reefer,in_yard,Santos,20575.57,normal,Terminal B,2026-04-19
997,BFPU3575158,54,standard,dispatched,Piraeus,2673.66,normal,Terminal C,2026-08-24
998,ZTCU9916589,35,standard,loaded,Shanghai,10563.3,low,Terminal B,2026-05-20
999,QRSU3455003,100,open_top,in_yard,Rotterdam,4546.62,urgent,Terminal C,2026-07-28
1000,ZTCU3072044,49,standard,dispatched,Ningbo,17309.5,high,Terminal A,2026-02-24
1001,QRSU5731119,68,reefer,dispatched,Singapore,6439.43,urgent,Terminal A,2026-05-11
1002,QRSU9920146,24,reefer,delayed,Piraeus,14398.41,low,Terminal C,2026-04-30
1003,WLMU3608710,88,reefer,in_yard,Durban,21120.98,low,Terminal C,2026-03-22
1004,BFPU5179399,91,reefer,loaded,Felixstowe,6760.72,urgent,Terminal C,2026-02-25
1005,QRSU5627541,65,flat_rack,loaded,Busan,9934.87,high,Terminal A,2026-06-20
1006,BFPU6246854,53,dangerous_goods,dispatched,Shanghai,20978.78,urgent,Terminal C,2026-01-16
1007,ZTCU2419102,74,reefer,loaded,Valencia,23017.02,low,Terminal B,2026-07-20
1008,WLMU3288888,87,standard,loaded,Nhava Sheva,20144.93,normal,Terminal A,2026-03-26
1009,BFPU1122310,117,reefer,dispatched,Colombo,8349.88,normal,Terminal A,2026-01-08
1010,VNKU3827503,78,reefer,delayed,Algeciras,25498.76,low,Terminal A,2026-08-13
1011,OPXU9618195,108,standard,in_yard,Valencia,11856.46,normal,Terminal B,2026-01-02
1012,JHDU5190365,44,dangerous_goods,delayed,Los Angeles,9541.68,normal,Terminal C,2026-06-18
1013,ZTCU7603872,28,standard,in_yard,Algeciras,23468.91,low,Terminal C,2026-01-29
1014,WLMU9191751,115,standard,in_yard,Felixstowe,10542.35,normal,Terminal A,2026-08-01
1015,JHDU4123208,45,standard,in_yard,Tanjung Pelepas,14793.2,low,Terminal A,2026-08-09
1016,ZTCU9177419,53,standard,dispatched,Antwerp,7878.48,normal,Terminal C,2026-01-17
1017,VNKU4056507,47,standard,in_yard,Felixstowe,19063.27,normal,Terminal C,2026-08-09
1018,JHDU8280643,46,standard,delayed,Santos,4877.31,normal,Terminal A,2026-02-16
1019,VNKU6556840,51,open_top,in_yard,Santos,26657.77,urgent,Terminal B,2026-06-29
1020,VNKU9205196,16,reefer,dispatched,Hamburg,10447.08,high,Terminal A,2026-07-19
1021,JHDU7523795,65,standard,damaged,Rotterdam,5279.21,normal,Terminal A,2026-06-19
1022,JHDU4967894,99,standard,dispatched,Tanjung Pelepas,27387.4,normal,Terminal C,2026-07-26
1023,QRSU5734922,62,standard,dispatched,Busan,18057.94,normal,Terminal A,2026-02-03
1024,QRSU2929715,32,open_top,damaged,Busan,19324.59,normal,Terminal A,2026-01-22
1025,BFPU2729141,91,reefer,loaded,Jebel Ali,6905.39,high,Terminal C,2026-02-24
1026,ZTCU3219555,30,standard,in_yard,Santos,26156.56,normal,Terminal A,2026-06-03
1027,BFPU1854889,12,standard,loaded,Busan,7766.16,normal,Terminal B,2026-06-12
1028,VNKU1866635,66,standard,in_yard,Antwerp,26517.97,normal,Terminal A,2026-08-16
1029,ZTCU4049286,41,standard,in_yard,Long Beach,7511.42,normal,Terminal A,2026-08-14
1030,OPXU5232271,56,flat_rack,loaded,Ningbo,4899.74,normal,Terminal C,2026-04-14
1031,QRSU7063033,43,reefer,loaded,Vancouver,11661.4,normal,Terminal C,2026-04-01
1032,VNKU2463496,75,open_top,in_yard,Vancouver,5129.21,normal,Terminal A,2026-02-09
1033,JHDU8478776,25,open_top,in_yard,Nhava Sheva,18094.27,normal,Terminal C,2026-06-25
1034,OPXU9951610,98,reefer,in_yard,Santos,12873.53,normal,Terminal C,2026-06-29
1035,QRSU8524283,115,reefer,in_yard,Tanjung Pelepas,3760.42,normal,Terminal A,2026-08-01
1036,WLMU5599450,22,reefer,in_yard,Singapore,26850.88,low,Terminal A,2026-01-24
1037,BFPU7668839,95,standard,loaded,Algeciras,27260.0,low,Terminal C,2026-07-17
1038,BFPU7547256,72,standard,in_yard,Jebel Ali,2093.61,normal,Terminal C,2026-05-20
1039,BFPU9603283,113,standard,dispatched,Algeciras,8729.7,high,Terminal B,2026-04-30
1040,QRSU2998223,91,standard,in_yard,Busan,9587.93,normal,Terminal C,2026-02-25
1041,OPXU5537143,119,open_top,in_yard,Busan,27727.94,normal,Terminal C,2026-03-07
1042,JHDU6829443,1,reefer,damaged,Long Beach,4164.4,normal,Terminal A,2026-01-08
1043,OPXU7850856,93,open_top,in_yard,Singapore,18274.84,low,Terminal A,2026-01-25
1044,JHDU5692416,29,standard,damaged,Nhava Sheva,19090.26,high,Terminal C,2026-07-15
1045,JHDU7408577,93,flat_rack,in_yard,Vancouver,16322.82,high,Terminal A,2026-01-24
1046,QRSU4421186,42,reefer,dispatched,Piraeus,6046.68,normal,Terminal A,2026-07-27
1047,OPXU9036402,48,standard,in_yard,Jebel Ali,23205.55,low,Terminal A,2026-01-05
1048,OPXU5731917,94,standard,in_yard,Jebel Ali,23254.98,normal,Terminal B,2026-02-07
1049,OPXU2208776,9,standard,loaded,Piraeus,4606.08,normal,Terminal B,2026-03-17
1050,ZTCU7339692,78,standard,in_yard,Rotterdam,21849.59,normal,Terminal A,2026-08-12
1051,OPXU2402500,17,standard,delayed,Vancouver,2350.92,urgent,Terminal C,2026-04-13
1052,JHDU6677240,70,open_top,in_yard,Hamburg,14491.06,normal,Terminal B,2026-06-14
1053,OPXU6157064,105,standard,in_yard,Singapore,16131.69,normal,Terminal B,2026-06-30
1054,BFPU1747019,3,standard,in_yard,Algeciras,25047.88,normal,Terminal C,2026-01-24
1055,OPXU1402667,117,standard,loaded,Colombo,19039.48,normal,Terminal A,2026-01-09
1056,JHDU2885904,88,standard,damaged,Busan,4645.14,urgent,Terminal C,2026-03-22
1057,WLMU6598972,10,standard,delayed,Shanghai,25285.25,normal,Terminal A,2026-06-30
1058,WLMU6617751,55,reefer,dispatched,Hamburg,25221.06,normal,Terminal C,2026-02-18
1059,ZTCU5548190,45,open_top,dispatched,Antwerp,23078.7,normal,Terminal A,2026-08-09
1060,ZTCU3493814,101,dangerous_goods,in_yard,Hamburg,12155.59,normal,Terminal A,2026-02-11
1061,ZTCU2898577,105,reefer,damaged,Antwerp,5761.36,normal,Terminal B,2026-06-30
1062,BFPU7459520,24,standard,loaded,Valencia,20028.94,normal,Terminal C,2026-05-01
1063,BFPU5125653,18,standard,loaded,Nhava Sheva,15878.04,normal,Terminal B,2026-03-22
1064,ZTCU8077313,50,standard,dispatched,Busan,20280.43,normal,Terminal B,2026-04-10
1065,BFPU1287807,27,standard,loaded,Hamburg,25943.51,low,Terminal A,2026-07-05
1066,BFPU3337892,47,standard,in_yard,Nhava Sheva,27267.31,high,Terminal C,2026-08-09
1067,BFPU4767947,27,standard,in_yard,Hamburg,11813.98,low,Terminal A,2026-07-05
1068,ZTCU2778549,48,reefer,in_yard,Vancouver,24632.4,low,Terminal A,2026-01-05
1069,ZTCU5111186,19,standard,loaded,Tanjung Pelepas,5892.65,low,Terminal A,2026-06-14
1070,WLMU6024905,96,standard,dispatched,Felixstowe,22316.32,normal,Terminal A,2026-04-10
1071,OPXU2006646,15,open_top,in_yard,Jebel Ali,15085.68,low,Terminal B,2026-06-27
1072,VNKU5329433,88,open_top,loaded,Busan,13015.43,low,Terminal C,2026-03-21
1073,VNKU3099389,67,reefer,loaded,Singapore,7691.57,low,Terminal A,2026-06-04
1074,JHDU8859053,105,standard,dispatched,Piraeus,23508.6,low,Terminal B,2026-07-01
1075,VNKU4267037,83,standard,in_yard,Colombo,17682.94,high,Terminal B,2026-03-08
1076,QRSU3730666,31,standard,in_yard,Vancouver,2285.4,high,Terminal A,2026-08-13
1077,OPXU1543024,71,standard,in_yard,Durban,16684.72,normal,Terminal C,2026-01-04
1078,ZTCU6277781,6,standard,in_yard,Colombo,21543.67,urgent,Terminal B,2026-03-29
1079,BFPU7553873,41,reefer,damaged,Los Angeles,10614.27,high,Terminal A,2026-08-14
1080,BFPU3519714,65,standard,dispatched,Valencia,17245.31,high,Terminal A,2026-06-20
1081,OPXU8769633,21,standard,dispatched,Busan,24994.45,high,Terminal A,2026-05-30
1082,JHDU3701920,99,flat_rack,loaded,Vancouver,18936.27,urgent,Terminal C,2026-07-26
1083,BFPU3201130,58,standard,loaded,Tanjung Pelepas,3040.34,normal,Terminal B,2026-05-26
1084,OPXU2258262,31,flat_rack,loaded,Valencia,4532.56,low,Terminal A,2026-08-14
1085,BFPU2462431,71,standard,loaded,Jebel Ali,26285.46,low,Terminal C,2026-01-04
1086,QRSU6928539,74,standard,in_yard,Felixstowe,8706.55,normal,Terminal B,2026-07-20
1087,VNKU3356313,98,flat_rack,damaged,Valencia,3029.41,high,Terminal C,2026-06-29
1088,BFPU3163996,53,standard,loaded,Vancouver,26753.17,normal,Terminal C,2026-01-17
1089,VNKU5409512,65,open_top,damaged,Singapore,18135.96,normal,Terminal A,2026-06-19
1090,BFPU1133260,90,standard,in_yard,Piraeus,6113.35,normal,Terminal B,2026-07-21
1091,VNKU8755747,29,reefer,in_yard,Felixstowe,18704.6,high,Terminal C,2026-07-16
1092,ZTCU4024485,14,reefer,delayed,Piraeus,21973.63,low,Terminal B,2026-03-05
1093,QRSU6744913,9,flat_rack,loaded,Valencia,4972.49,normal,Terminal B,2026-03-17
1094,OPXU4581434,61,standard,in_yard,Vancouver,22129.34,low,Terminal A,2026-06-10
1095,VNKU8942495,102,standard,in_yard,Rotterdam,26768.77,normal,Terminal A,2026-03-13
1096,JHDU3954562,33,standard,in_yard,Piraeus,4124.44,high,Terminal B,2026-07-17
1097,VNKU9804312,112,standard,delayed,Jebel Ali,23594.28,low,Terminal C,2026-01-08
1098,BFPU5981239,44,standard,in_yard,Tanjung Pelepas,14522.26,normal,Terminal C,2026-06-17
1099,VNKU6950750,90,open_top,loaded,Rotterdam,16583.62,high,Terminal B,2026-07-21
1100,JHDU3426274,10,standard,damaged,Long Beach,2368.86,high,Terminal A,2026-06-30
1101,BFPU6308442,64,standard,damaged,Tanjung Pelepas,8832.87,normal,Terminal C,2026-07-27
1102,BFPU3109184,107,reefer,dispatched,Durban,4533.6,normal,Terminal C,2026-06-28
1103,JHDU3786712,54,reefer,in_yard,Santos,26761.8,urgent,Terminal C,2026-08-24
1104,BFPU7103458,48,standard,delayed,Algeciras,23295.34,low,Terminal A,2026-01-05
1105,VNKU7946668,84,standard,loaded,Nhava Sheva,13072.08,urgent,Terminal B,2026-06-03
1106,OPXU8697782,15,standard,in_yard,Vancouver,6229.09,normal,Terminal B,2026-06-27
1107,JHDU8339925,109,reefer,dispatched,Los Angeles,27879.44,high,Terminal C,2026-08-02
1108,JHDU1275590,12,reefer,loaded,Valencia,21498.54,normal,Terminal B,2026-06-12
1109,VNKU9445004,82,reefer,in_yard,Ningbo,24144.34,normal,Terminal A,2026-08-05
1110,VNKU2921009,71,standard,loaded,Los Angeles,11115.96,high,Terminal C,2026-01-04
1111,BFPU7640565,53,standard,loaded,Busan,15196.58,normal,Terminal C,2026-01-17
1112,BFPU7957788,40,reefer,in_yard,Tanjung Pelepas,2849.54,low,Terminal A,2026-06-22
1113,BFPU9706758,108,dangerous_goods,loaded,Long Beach,6430.68,normal,Terminal B,2026-01-03
1114,WLMU7565971,31,standard,dispatched,Singapore,22834.62,normal,Terminal A,2026-08-13
1115,VNKU3914492,82,standard,in_yard,Jebel Ali,13372.44,low,Terminal A,2026-08-04
1116,ZTCU7576872,65,dangerous_goods,dispatched,Antwerp,23770.78,low,Terminal A,2026-06-20
1117,ZTCU2564733,27,standard,in_yard,Durban,5979.26,normal,Terminal A,2026-07-04
1118,VNKU1424293,74,reefer,in_yard,Felixstowe,18496.04,high,Terminal B,2026-07-19
1119,JHDU4720435,31,standard,loaded,Busan,20884.13,high,Terminal A,2026-08-14
1120,QRSU1868201,99,standard,delayed,Rotterdam,18598.05,normal,Terminal C,2026-07-25
1121,VNKU3058301,15,standard,in_yard,Jebel Ali,4412.21,normal,Terminal B,2026-06-27
1122,BFPU4489198,117,standard,loaded,Rotterdam,12757.37,normal,Terminal A,2026-01-08
1123,JHDU8044872,27,standard,in_yard,Felixstowe,23022.28,low,Terminal A,2026-07-04
1124,OPXU1527651,116,standard,in_yard,Colombo,14581.69,normal,Terminal C,2026-02-27
1125,WLMU5269818,21,open_top,in_yard,Rotterdam,15934.81,normal,Terminal A,2026-05-30
1126,BFPU7121849,28,standard,in_yard,Long Beach,5602.69,low,Terminal C,2026-01-28
1127,QRSU9079485,35,standard,in_yard,Nhava Sheva,18950.04,normal,Terminal B,2026-05-20
1128,WLMU7709915,56,open_top,in_yard,Santos,19863.49,high,Terminal C,2026-04-15
1129,ZTCU6227531,51,standard,in_yard,Valencia,13270.26,normal,Terminal B,2026-06-29
1130,QRSU2804542,105,reefer,loaded,Durban,11175.8,high,Terminal B,2026-06-30
1131,OPXU1566398,58,flat_rack,in_yard,Tanjung Pelepas,9630.31,high,Terminal B,2026-05-26
1132,ZTCU2923507,51,standard,in_yard,Jebel Ali,11301.36,low,Terminal B,2026-06-29
1133,OPXU6275644,48,standard,in_yard,Rotterdam,20636.87,normal,Terminal A,2026-01-05
1134,OPXU2111241,116,standard,dispatched,Algeciras,7654.05,normal,Terminal C,2026-02-27
1135,JHDU8075793,74,reefer,loaded,Long Beach,7151.91,low,Terminal B,2026-07-20
1136,ZTCU5603927,64,standard,in_yard,Jebel Ali,17637.2,normal,Terminal C,2026-07-26
1137,ZTCU5782125,74,standard,dispatched,Durban,27686.82,high,Terminal B,2026-07-20
1138,BFPU7758043,17,standard,loaded,Algeciras,3017.13,normal,Terminal C,2026-04-13
1139,ZTCU7963867,61,reefer,in_yard,Colombo,12408.95,normal,Terminal A,2026-06-10
1140,WLMU1789750,64,standard,dispatched,Felixstowe,14826.75,normal,Terminal C,2026-07-26
1141,QRSU2723751,108,standard,in_yard,Rotterdam,5607.1,urgent,Terminal B,2026-01-03
1142,OPXU2476675,29,standard,delayed,Colombo,23219.84,normal,Terminal C,2026-07-15
1143,JHDU1880652,120,standard,dispatched,Los Angeles,3248.09,normal,Terminal A,2026-07-30
1144,JHDU7367900,43,standard,in_yard,Hamburg,17169.78,low,Terminal C,2026-04-02
1145,OPXU7933921,111,reefer,dispatched,Algeciras,15717.31,normal,Terminal B,2026-03-29
1146,QRSU9098468,36,standard,in_yard,Ningbo,20495.92,normal,Terminal B,2026-04-06
1147,JHDU4454281,85,reefer,in_yard,Valencia,3566.94,low,Terminal A,2026-04-09
1148,BFPU7460238,60,standard,in_yard,Santos,23163.88,high,Terminal A,2026-04-29
1149,QRSU8617224,98,reefer,dispatched,Los Angeles,25767.26,normal,Terminal C,2026-06-29
1150,VNKU9614497,50,standard,loaded,Shanghai,9223.8,low,Terminal B,2026-04-11
1151,WLMU2712355,112,standard,delayed,Los Angeles,8254.62,high,Terminal C,2026-01-07
1152,ZTCU8989988,35,reefer,loaded,Antwerp,5076.48,normal,Terminal B,2026-05-20
1153,OPXU3526985,56,standard,loaded,Long Beach,3382.08,normal,Terminal C,2026-04-14
1154,JHDU7417663,7,reefer,loaded,Ningbo,6925.69,low,Terminal B,2026-04-09
1155,WLMU9281506,68,standard,in_yard,Singapore,18804.97,urgent,Terminal A,2026-05-10
1156,ZTCU1598744,15,reefer,in_yard,Nhava Sheva,4626.83,normal,Terminal B,2026-06-27
1157,VNKU2699603,51,standard,dispatched,Antwerp,14874.46,low,Terminal B,2026-06-28
1158,JHDU5831713,45,reefer,in_yard,Rotterdam,4450.31,normal,Terminal A,2026-08-10
1159,QRSU5003370,95,standard,dispatched,Jebel Ali,6870.95,high,Terminal C,2026-07-16
1160,JHDU8962478,2,standard,in_yard,Antwerp,24912.7,low,Terminal B,2026-06-23
1161,QRSU8949550,77,reefer,loaded,Busan,14286.77,low,Terminal C,2026-04-16
1162,JHDU5876441,73,dangerous_goods,loaded,Jebel Ali,21629.8,high,Terminal A,2026-01-11
1163,BFPU6631731,39,standard,dispatched,Nhava Sheva,8690.83,normal,Terminal B,2026-03-01
1164,ZTCU6916088,59,standard,in_yard,Algeciras,22137.68,high,Terminal C,2026-03-04
1165,QRSU9712557,15,reefer,in_yard,Tanjung Pelepas,24262.9,normal,Terminal B,2026-06-26
1166,VNKU1518494,46,standard,dispatched,Tanjung Pelepas,11344.92,normal,Terminal A,2026-02-16
1167,VNKU2810792,118,flat_rack,delayed,Nhava Sheva,25379.76,normal,Terminal A,2026-03-03
1168,JHDU6852648,34,open_top,loaded,Tanjung Pelepas,26576.93,normal,Terminal B,2026-03-09
1169,WLMU9725456,6,reefer,dispatched,Los Angeles,13269.95,normal,Terminal B,2026-03-30
